Src,Species,Duration,Bitrate ,Sampling Rate,Channels
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC585842-ZOOM0001.mp3,Passer montanus,409 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EJIITXAJNY/XC583682-Ringmus%20200412%20Essen%20hoek.mp3,Passer montanus,67 s,bitrate: 150113 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EJIITXAJNY/XC583681-Ringmus%20200412%20Essen%20hoek%20bis.mp3,Passer montanus,14 s,bitrate: 149526 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC582759-mietkow2.bez%20nazwy.mp3,Passer montanus,22 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC582608-roszkowo.bez%20nazwy.mp3,Passer montanus,47 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582307-200721_EurasianTreeSparrow_call_PortmoreLough_OC.mp3,Passer montanus,66 s,bitrate: 174777 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC581800-mazurek%20Mietk%C3%B3w%2010.08.2020%20%20%2014.50.mp3,Passer montanus,25 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/POVKNQVSGU/XC581522-Passer%20montanus_call_09_08_20_Alvarenga%20%28online-audio-converter.com%29.mp3,Passer montanus,83 s,bitrate: 128040 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC580461-200802-TS%20clip.mp3,Passer montanus,4 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC578968-Moineau%20friquet%20cris.mp3,Passer montanus,58 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/XC576636-Sparrow%2C%20Eurasian%20Tree_2018-05-11_1153_Japan_Aichi_HujimaeHigata.mp3,Passer montanus,119 s,bitrate: 184439 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575737-Moineau%20friquet%20deux%20types%20de%20cris%20en%20vol.mp3,Passer montanus,4 s,bitrate: 134632 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575736-Moineau%20friquet%20cris%20de%20vol%20en%20tak%20%2B.mp3,Passer montanus,4 s,bitrate: 132444 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575735-Moineau%20friquet%20cri%20dux%20en%20vol.mp3,Passer montanus,2 s,bitrate: 132923 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575734-Moineau%20friquet%20cri%20de%20vol.mp3,Passer montanus,5 s,bitrate: 134218 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575423-Moineau%20friquet%20vol.mp3,Passer montanus,5 s,bitrate: 141453 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC574536-Gorri%C3%B3n%20molinero%20call%2C%2008_24.mp3,Passer montanus,15 s,bitrate: 320558 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC573622-PASMON010720-T015%20%282%29.mp3,Passer montanus,146 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/XC572998-200626_2481%201216%20Feldsperling.%20D%2C%20B%2C%20Eiskeller.%20Stephan%20Risch.mp3,Passer montanus,23 s,bitrate: 128000 bps, audio sampling rate: 32000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/UFQLADIZVY/XC571701-20200626_treesparrowbulbulD.mp3,Passer montanus,38 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC568377-Gorri%C3%B3n%20molinero%20call%2C%2007_48.mp3,Passer montanus,38 s,bitrate: 320221 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC568375-Gorri%C3%B3n%20molinero%20call%2C%2007_05.mp3,Passer montanus,69 s,bitrate: 320122 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC568374-Gorri%C3%B3n%20molinero%20call%2C%2006_45.mp3,Passer montanus,34 s,bitrate: 320247 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC568373-Gorri%C3%B3n%20molinero%20call%20trino%2C%2008_37.mp3,Passer montanus,7 s,bitrate: 321130 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC568372-Gorri%C3%B3n%20molinero%20call%20%2B%2B%2B%2C%2008_06.mp3,Passer montanus,47 s,bitrate: 320178 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OYTNBFPPSB/XC568370-Gorri%C3%B3n%20molinero%203%20tipos%20de%20call%2C%2007_20.mp3,Passer montanus,26 s,bitrate: 320321 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/frcoe.mp3,Fringilla coelebs,185 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/1873%20mp3.mp3,Fringilla coelebs,39 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WYRGBDXALK/Pinson%20des%20arbres.mp3,Fringilla coelebs,11 s,bitrate: 157212 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_04_07_Fringilla-coelebs-Viernh-Heide_07Uhr10.mp3,Fringilla coelebs,21 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/120324_26b_Chaffinch-call_Nyckelmyren_W5N5.mp3,Fringilla coelebs,101 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_04_01_Fringilla-coelebs-Viernh-Heide_12Uhr07.mp3,Fringilla coelebs,34 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_31_Fringilla_coelebs_Collinistr_13Uhr42.mp3,Fringilla coelebs,167 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_31_Fringilla_coelebs_Collinistr_10Uhr51.mp3,Fringilla coelebs,51 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_31_Fringilla_coelebs_Collinistr_10Uhr24.mp3,Fringilla coelebs,45 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_31_Fringilla_coelebs_Collinistr_05Uhr30.mp3,Fringilla coelebs,148 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_29_Fringilla_coelebs_Collinistr_06Uhr39.mp3,Fringilla coelebs,57 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/FCOE08h51m55s17mar2012.mp3,Fringilla coelebs,123 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/1745%20mp3.mp3,Fringilla coelebs,81 s,bitrate: 256000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_19_Fringilla_coelebs_Collinistr_08Uhr.mp3,Fringilla coelebs,20 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_19_Fringilla_coelebs_Collinistr_07Uhr40.mp3,Fringilla coelebs,57 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Buchfink%20C.mp3,Fringilla coelebs,50 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/FCOE12h39m28s06apr2010.mp3,Fringilla coelebs,14 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_05_Fringilla_coelebs_Collinist_07Uhr50.mp3,Fringilla coelebs,84 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_02_Fringilla_coelebs_Collinist_07Uhr30.mp3,Fringilla coelebs,52 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_03_02_Fringilla_coelebs_Collinist_07Uhr15.mp3,Fringilla coelebs,173 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_02_29_Fringilla_coelebs_Collinist_07Uhr50.mp3,Fringilla coelebs,52 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_02_29_Fringilla_coelebs_Collinist_07Uhr35.mp3,Fringilla coelebs,180 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_02_12_Fringilla_coelebs_Collinist_07Uhr40.mp3,Fringilla coelebs,17 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_02_11_Fringilla_coelebs_Collinist_09Uhr00.mp3,Fringilla coelebs,28 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_02_10_Fringilla_coelebs_Collinist_07Uhr30.mp3,Fringilla coelebs,77 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SEIQHUBHAF/Chaffinch.mp3,Fringilla coelebs,20 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/FCOE07h25m41s26feb2012%20%282%29.mp3,Fringilla coelebs,22 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Chaffinch-110424-020.mp3,Fringilla coelebs,16 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Chaffinch-110424-019.mp3,Fringilla coelebs,32 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Chaffinch-110222-000.mp3,Fringilla coelebs,3 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Chaffinch-110222-010.mp3,Fringilla coelebs,48 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/Chaffinch-FL%20calls_song%20Ninfield%20ESussex%2010Feb12%20LS110136.mp3,Fringilla coelebs,188 s,bitrate: 64000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/Chaffinch-FL%20X%20calls%20Selsey%20Sussex%201Feb12%20LS110032.mp3,Fringilla coelebs,27 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/496%20mp3.mp3,Fringilla coelebs,157 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WMQCDQHXRZ/Fringilla%20coelebs.mp3,Fringilla coelebs,7 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/183%20Fringilla%20coelebs%2C%20Chartreuse%2C%2017-06-09.%20mp3.mp3,Fringilla coelebs,54 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/182%20Fringilla%20coelebs%2C%20Aggtelek%20%28Hungary%29%2C%2014-05-10.%20mp3.mp3,Fringilla coelebs,21 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/181%20Fringilla%20coelebs%2C%20Moirans%2C%20Vernes%20pond%20%28France%29%2008-04-00.%20mp3%208h.mp3,Fringilla coelebs,48 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/FCOE14h32m02s23may2011%20%2821%29.mp3,Fringilla coelebs,127 s,bitrate: 82489 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Vink_OostvoornsDuin_01052011_1215.mp3,Fringilla coelebs,58 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Bofink-song-Tivedens-NP-2011-04-24-kl.08.37-00.49.mp3,Fringilla coelebs,49 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/100411_08_Chaffinch_Vange-Ostfora_0.48-1.18.mp3,Fringilla coelebs,28 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/fringillacoelebsmale.mp3,Fringilla coelebs,10 s,bitrate: 160000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/ILUHRFXDNU/Fringilla%20coelebs%20femelle.mp3,Fringilla coelebs,20 s,bitrate: 160000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110702_13a_Chaffinch_Jarlasa.mp3,Fringilla coelebs,16 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110702_12_Chaffinch_Jarlasa_short.mp3,Fringilla coelebs,60 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110628_04b_Chaffinch_Edebo.mp3,Fringilla coelebs,4 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Frinco%20XI.mp3,Fringilla coelebs,43 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Frinco%20X.mp3,Fringilla coelebs,29 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Frinco.mp3,Fringilla coelebs,77 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
